P,PET,Tmax,Tmin,R
0.21,4.5495,25.2111,11.1778,3.573
3.5,2.5974,26.0444,12.4722,3.588
17.95,2.1093,26.6056,16.15,3.603
7.22,3.4204,25.8389,14.9278,3.617
0.31,3.1598,24.4444,13.8111,3.63
0.01,2.5601,25.1611,14.8278,3.644
0.02,1.8943,26.3833,7.6556,3.657
0,1.5965,29.2167,9.6444,3.669
1.85,1.4807,29.8944,12.6111,3.682
1.28,1.4724,28.8944,14.6833,3.693
3.45,1.4186,28.2444,15.4111,3.705
0.19,1.5675,28.65,15.1389,3.716
0,1.4228,30.0778,15.9889,3.726
0.01,1.3483,30.9611,17.9389,3.736
0.05,1.2449,29.5389,17.6889,3.746
0.01,1.1746,28.2833,10.9944,3.756
0.43,1.1787,27.7556,13.1944,3.765
0,1.1457,31.0611,17.9667,3.773
0,1.1457,31.3722,20.1778,3.781
0.01,1.1208,26.8889,9.6556,3.789
0.66,1.0588,26.9667,10.6778,3.796
0.02,1.0257,26.0667,11.4944,3.803
0,1.0009,24.5056,10.7333,3.809
0,1.0092,25.9222,10.1278,3.815
0.01,0.9968,29.8389,12,3.821
0.05,1.0009,32.75,14.9944,3.826
2.81,0.9802,31.2167,18.4722,3.831
0.37,0.9595,26.1222,13.6889,3.835
4.26,0.9513,24.3167,15.2778,3.839
0.02,1.0216,25.95,13.5944,3.842
0.01,1.0133,27.6,14.05,3.845
0,0.9761,26.7944,10.9556,3.847
0.01,0.9099,29.2556,11.0111,3.849
0.05,0.8934,29.9,14.6333,3.851
17.77,0.8603,26.4944,16.2722,3.852
48.3,0.9885,20.1,15.2,3.853
3.15,2.647,26.1111,15.7278,3.853
0.05,2.4485,31.6944,14.5,3.853
0.01,1.7536,33.3722,17.3833,3.852
5.23,1.1994,32.4222,19.3278,3.851
0.33,1.1953,28.9333,18.0833,3.849
0,1.0464,28.3389,11.9333,3.847
0.06,0.9554,31.2222,15.0278,3.845
6.36,0.943,29.8167,19.2167,3.842
9.85,0.9678,29.8,19.5611,3.839
2.49,1.0547,32.8056,19.2611,3.835
0.22,1.0423,32.5222,20.2889,3.831
0.06,0.9389,30.5222,15.7056,3.826
9.8,0.8727,32.6667,16.0333,3.821
8.34,0.9471,32.9611,18.3111,3.816
17.81,1.5675,31.7944,18.2222,3.81
0.1,1.5262,31.9167,18.0444,3.803
5.96,1.1043,33.95,17.8111,3.797
2.11,1.1084,32.4278,18.65,3.789
0.03,0.9182,30.4333,19.3722,3.782
0,0.852,33.2556,19.7167,3.774
0.1,0.8644,35.9111,20.6,3.765
5.79,0.9761,36.0333,20.4611,3.756
2.1,0.9389,33.4444,19.0833,3.747
0.04,0.7858,32.7722,18.7333,3.737
0,0.7651,32.7444,19.7778,3.727
1.43,0.7445,32.7833,19.4,3.717
2.44,0.761,31.1222,19.6778,3.706
11.8,0.8396,28.8778,19.7222,3.694
0.52,1.0505,29.3722,16.8444,3.683
0.16,0.7238,30.6444,16.5778,3.67
1.37,0.6948,30.9333,17.5167,3.658
4.18,0.6783,29.8333,17.4611,3.645
17.36,0.6783,29.2222,18.9056,3.632
0.37,0.8768,30.1278,17.7,3.618
0,1.4352,31.85,16.1222,3.604
0.13,0.8561,33.7722,17.3722,3.59
1.27,0.7776,34.2389,18.7944,3.575
0.01,0.8561,33.7944,16.7889,3.56
0.05,0.6328,33.55,18.9,3.544
1.29,0.6245,33.3444,18.25,3.528
0.45,0.6245,32.7444,17.9722,3.512
0.04,0.5997,33.6944,18.0333,3.495
0.54,0.579,34.4722,18.4222,3.479
0.1,0.5583,34.7111,18.4944,3.461
2.46,0.5583,35.0333,19.2278,3.444
0.14,0.5583,35.0333,19.5944,3.426
0.35,0.5583,34.1278,19.7167,3.408
0.69,0.5418,32.2222,19.9389,3.389
0,0.5253,32.1556,16.4278,3.37
0.18,0.5253,34,16.7333,3.351
3.58,0.517,34.0611,18.4667,3.332
1.82,0.6245,31.6278,20.3,3.312
0.33,0.5418,28.4278,17.8222,3.292
3.53,0.5418,30.2278,15.2833,3.272
1.68,0.5418,31.45,18.5556,3.251
0.72,0.6245,32.8722,18.5556,3.23
7.42,0.5956,31.2556,18.15,3.209
17.96,0.699,28.0667,17.9833,3.188
1.65,0.8148,27.1222,17.8556,3.166
0.28,0.6411,28.2722,15.7722,3.145
0.01,0.5997,29.6889,14.5833,3.122
0.09,0.5832,30.5611,14.5167,3.1
0.2,0.5542,30.8278,13.6,3.078
0,0.5377,31.7056,14.0556,3.055
0.01,0.5211,31.4667,14.7389,3.032
1.68,0.5129,30.8333,16.3,3.009
1.26,0.4963,30.7889,16.6944,2.986
1.19,0.5129,32.7889,16.7222,2.962
0.94,0.517,32.5444,17.4833,2.938
18.54,0.5459,32.1278,17.8056,2.914
2.51,0.5749,30.0833,17.6778,2.89
2.61,0.9471,31.2222,18.3944,2.866
1.47,0.6452,31.5778,16.3056,2.842
0.22,0.7238,30.7389,16.2944,2.817
1.41,0.6121,29.2611,14.4056,2.793
0.82,0.5459,29.1611,14.6167,2.768
1.05,0.579,29.2167,16.8333,2.743
0,0.5087,28.3333,12.5722,2.718
0,0.5211,30.2778,11.7722,2.693
0,0.5046,30.6778,13.0167,2.668
0.41,0.4963,31.6444,14.1833,2.642
0.01,0.5004,30.5889,16.4,2.617
0.03,0.4963,26.7667,15.8722,2.591
4.19,0.4963,26.6167,16.8222,2.566
0.19,0.5129,28.4333,17.4389,2.54
1.04,0.5335,27.8333,16.6167,2.515
7.08,0.5625,27.2278,18.9,2.489
1.37,0.6452,30.3389,18.5,2.463
1.09,0.6328,31.8,17.8222,2.437
1.85,0.5749,31.0111,18.8556,2.411
15.76,0.5666,28.7944,16.7222,2.385
8.75,0.9719,25.1611,16.4611,2.36
0.14,0.7569,24.3611,15.3444,2.334
0.01,0.6535,20.5389,7.3611,2.308
5.3,0.579,16.8722,7.6889,2.282
6.62,0.5708,16.7444,8.9667,2.256
17.52,0.6163,16.85,11.7556,2.23
2.35,0.7527,21.5278,13.1,2.205
1.12,0.7527,25.0222,12.3833,2.179
0.98,0.6493,22.2667,10.4,2.153
0.35,0.5997,18.0944,4.3333,2.127
13.27,0.5708,13.3222,5.8111,2.102
0.1,0.6245,17.1222,3.0111,2.076
0,0.7114,21.2111,1.0111,2.051
0.02,0.6328,24.2111,4.2944,2.026
0.04,0.579,26.5667,7.5611,2
0,0.5749,26.4611,9.3222,1.975
0.01,0.5625,25.65,11.8722,1.95
0,0.5542,20.8944,5.5167,1.925
0,0.5418,17.9333,0.3944,1.901
0,0.5253,20.2556,0.2167,1.876
0,0.5335,22.7611,2.05,1.851
0.01,0.5459,24.2556,3.9444,1.827
0.05,0.5459,24.0722,7.9,1.803
8.99,0.5459,23.2333,14.1722,1.779
6.52,0.6163,22.8722,14.6556,1.755
0,0.7197,20.4944,5.6278,1.731
0,0.6245,20.5,2.6444,1.708
0,0.5708,22.1,3.1444,1.684
0.02,0.5583,17.4944,4.3667,1.661
6.37,0.5583,11.5944,4.4389,1.638
20.38,0.6824,12.2167,4.6333,1.615
0.14,0.943,14.1944,0.9278,1.593
0.26,0.8189,15.0556,0.85,1.571
3.89,0.6411,17.9833,5.1889,1.548
2.91,0.6411,15.3722,7.7056,1.527
9.12,0.7362,10.3222,4.9278,1.505
0.1,0.8024,16.9111,2.2833,1.484
0,0.7114,20.2222,1.9222,1.463
0,0.6452,18.6,0.6833,1.442
0.01,0.6121,17.3222,0.3778,1.421
9.07,0.7155,17.6722,5.5333,1.401
0,0.8272,15.4611,3.3389,1.381
0,0.6824,15.55,-1.9667,1.361
0,0.6328,21.3556,-0.2944,1.342
0,0.6204,23.6278,6.2611,1.322
0.14,0.6121,24.1333,6.4556,1.304
0,0.608,21.3444,7.2556,1.285
0,0.5914,15.6889,-0.4389,1.267
0,0.579,16.6278,-2.3,1.249
0.02,0.5749,20.2333,-2.1333,1.231
0.01,0.5873,20.7722,1.1944,1.214
6.28,0.5873,16.0833,7.8056,1.197
0.28,0.6328,12.8333,6.6167,1.181
14.04,0.6411,8.5611,1.3056,1.164
0.04,0.7776,9.8611,0.5333,1.148
0.79,0.7651,9.0056,-3.8944,1.133
0.31,0.67,10.0833,-6.2667,1.118
0,0.6287,12.0833,-5.9889,1.103
0.08,0.6204,14.1222,-4.7222,1.088
4.16,0.608,10.4444,0.8278,1.074
15.27,0.67,11.2778,3.5,1.061
0.01,0.9306,11.9889,2.9944,1.047
0.4,0.8561,8.7333,-5.5056,1.034
12.85,0.7321,5.8111,-1.2611,1.022
0.56,0.8272,6.1778,0.0056,1.009
0.09,0.8685,8.5944,-2.8833,0.998
0.34,0.7486,14.1167,-2.4722,0.986
0.07,0.6866,18.6222,-1.6056,0.975
0.22,0.6659,18.6389,0.6222,0.965
0,0.6493,13.3611,-3.05,0.955
0.04,0.6369,12.3,-6.6667,0.945
0.03,0.6245,15.6722,-3.9,0.935
0,0.6204,20.5056,-0.3222,0.926
0,0.6204,22.3111,0.7722,0.918
0.01,0.6121,22.3944,2.0778,0.91
4.6,0.6121,18.3278,5.6556,0.902
2.57,0.6452,15.5333,6.1944,0.895
0.05,0.67,9.2444,-2.9,0.888
0.01,0.6328,12.4722,-4.4833,0.882
0,0.6121,15.7556,-1.4278,0.876
0,0.608,12.3667,-3.0722,0.87
0.01,0.5997,9.2667,-3.5833,0.865
0.49,0.5956,8.7778,0.0111,0.86
0.01,0.5997,8.2722,-2.1778,0.856
0,0.5914,13.4556,-5.6556,0.852
0,0.5956,13.4944,-1.7833,0.849
0,0.5873,5.0111,-6.4111,0.846
0,0.579,0.9389,-12,0.844
0.01,0.5501,2.4667,-12.1111,0.842
0.05,0.5666,9.6778,-4.7,0.84
0.7,0.6163,10.2444,-2.0833,0.839
0,0.608,5.0889,-11.6389,0.838
0.03,0.579,-1.3722,-14.4833,0.838
0.6,0.5914,2.4278,-9.6889,0.838
4.12,0.6411,7.5278,-2.9944,0.839
0.1,0.67,12.3444,1.9722,0.84
4.17,0.6328,9.2111,1.7556,0.842
0.06,0.6245,4.5667,-0.6111,0.844
0.04,0.608,7.5167,-0.9833,0.84
0.13,0.5873,6.2667,-2.2278,0.849
0,0.579,8.0333,-5.7444,0.852
0,0.5708,4.1611,-8.35,0.856
0,0.5459,2.9667,-14.1611,0.86
1.15,0.4963,5.0667,-10.9278,0.865
0.78,0.608,4.9111,-4.7222,0.87
0,0.6163,2.8944,-10.5778,0.875
0,0.5583,1.7722,-7.3556,0.881
0,0.579,0.8944,-7.8722,0.888
0.01,0.5129,-2.1167,-12.9944,0.894
0.01,0.4425,-3.9944,-14.4722,0.902
0,0.4591,1.5833,-12.5611,0.909
0.01,0.5377,7.9556,-8.0389,0.917
0.25,0.608,7.7556,-4.2056,0.926
0,0.6038,5.5111,-7.0389,0.935
0.04,0.5501,1.9278,-8.7278,0.944
0,0.517,8.5222,-9.3333,0.954
0,0.5542,13.3222,-5.6222,0.964
1.36,0.608,10.7611,-3.8611,0.974
7.14,0.5832,6.4444,-0.0333,0.985
0.01,0.6411,9.3944,-1.3278,0.997
0,0.608,8.5611,-3.0444,1.008
0,0.5666,11.6389,-4.1278,1.021
0,0.5501,15.9167,-4.9222,1.033
0.02,0.5625,16.5333,-0.6833,1.046
0.21,0.5418,14.4111,2.9833,1.059
0.08,0.5459,10.9278,0.7444,1.073
0,0.5418,11.8167,-3.2833,1.087
8.51,0.5377,7.0778,-4.8611,1.101
0.24,0.5377,3.4722,-14.1722,1.116
3.56,0.5253,5.0944,-11.8778,1.131
19.05,0.5914,8.1056,-4.5333,1.147
0.03,0.9513,-0.3333,-11.8278,1.163
0,0.7776,0.7222,-12.9111,1.179
0,0.5997,2.8944,-12.5667,1.196
0,0.608,7.4222,-8.6778,1.212
2.04,0.6287,8.3444,-7.5556,1.23
0.28,0.6328,9.1,-1.6,1.247
0.23,0.6411,7.0889,-9.1,1.265
22.26,0.5873,8.5944,-3.8667,1.283
19.94,1.1332,13.5667,-1.4111,1.302
0.06,2.2913,3.2167,-13.2389,1.321
0,1.249,5.1333,-11.35,1.34
0.03,0.9016,12.2833,-6.8222,1.359
0,0.8148,14.9444,-4.2722,1.379
0.15,0.7486,15.9944,-1.3222,1.399
3.5,0.7031,16.3667,4.2833,1.419
1.88,0.6948,17.4278,7.1389,1.44
16.74,0.8727,15.5944,9.0333,1.461
2.04,1.2615,13.9889,5.7278,1.482
0.01,1.1084,17.2,5.7,1.503
0.07,0.9058,16.5333,1.7056,1.525
9.96,0.79,14.1889,5.2444,1.546
0.87,0.8106,11.6167,1.4944,1.569
0,0.8561,16.9444,-2.4778,1.591
0,0.7651,17.7833,-0.2611,1.613
0,0.7197,19.6444,-4.0167,1.636
0.16,0.6866,22.6722,0.2,1.659
0.04,0.6576,19.7833,7.9889,1.682
0.16,0.6576,15.5056,3.1111,1.705
0.11,0.6328,12.4,-1.1778,1.729
15.38,0.6287,10.3556,-3.6833,1.753
1.42,0.7982,13.5111,1.1167,1.777
0,0.8437,10.8333,-0.9833,1.801
0,0.7403,8.5056,-1.9944,1.825
0,0.67,11.2444,-5.6778,1.849
0,0.6576,12.2889,-5.3444,1.874
0,0.6245,12.4444,-4.8389,1.898
0.02,0.6245,13.0833,-2.5111,1.923
0.01,0.6121,14.8333,-2.5222,1.948
0.46,0.6038,18.2556,-1.8,1.973
0,0.5997,15.4556,0.3833,1.998
0,0.5956,17.1722,-5.1833,2.023
1.66,0.5914,14.8722,-0.1167,2.049
0.26,0.5832,15.5611,-4.5722,2.074
0.64,0.579,15.4556,2.45,2.1
0.08,0.5914,9.95,-3.75,2.125
0.26,0.5914,5.3278,-5.3222,2.151
0.04,0.5749,12.4056,-3.4667,2.176
17.61,0.5708,9.7944,-1.2333,2.202
13.67,0.7031,8.4667,-1.2222,2.228
0,0.9926,12.5833,-2.3833,2.254
0,1.0009,15.7389,-3.1722,2.28
0,0.8934,18.4444,-2.1556,2.306
0.02,0.8065,20.9222,3.3167,2.331
0.06,0.7403,19.15,-0.5778,2.357
0,0.6866,19.8444,3.0556,2.383
29.17,0.8851,21.5389,10.8611,2.409
0,2.3161,27,6.2833,2.435
0.3,1.522,25.1778,9.8278,2.461
0,1.1539,25.5556,8.8333,2.486
0,0.943,26.5556,3.0722,2.512
0,0.8396,24.4889,9.4333,2.538
12.09,0.8024,21.0778,12.8444,2.564
0.03,0.8479,16.5389,3.5944,2.589
0.03,0.8189,17.55,-2.55,2.615
0.08,0.7362,22.1722,1.6333,2.64
6.71,0.7155,20.6556,9.1056,2.665
0.06,0.699,23.7833,7.5722,2.691
0.01,0.7155,27.5556,11.7556,2.716
0,0.6783,26.9222,13.4,2.741
0.15,0.6452,23.9944,12.2,2.766
4.28,0.6328,23.1278,7.6611,2.79
0.01,0.6121,21.5556,5.3611,2.815
0.19,0.6204,22.2722,1.0944,2.84
4.91,0.6163,20.1722,8.5389,2.864
0.56,0.6163,26.0833,11.9833,2.888
2.89,0.5956,26.5611,6.8056,2.912
10.84,0.6204,22.3389,11.4444,2.936
0,0.6783,18.5333,2.7167,2.96
0.12,0.7114,22.1833,2.5167,2.983
6.44,0.6369,23.7,10.75,3.007
0.55,0.6328,21.1778,8.4889,3.03
0,0.6742,19.2278,4.9278,3.053
0.01,0.6204,24.4778,3.4111,3.076
0,0.5873,30.0278,9.75,3.098
0.02,0.5749,30.3611,11.1556,3.12
0.15,0.5501,28.2333,12.7056,3.143
0.87,0.5377,25.7056,11.4333,3.164
0.13,0.5501,22.4222,8.8944,3.186
0.02,0.5335,19.3333,4.6889,3.207
0,0.517,22.4167,-0.0667,3.228
0,0.5087,28.2778,3.2222,3.249
0.02,0.5046,29.1056,7.2778,3.27
2.1,0.4963,26.9889,12.2889,3.29
5.63,0.5046,21.1889,8.4667,3.31
0.02,0.5211,20.1,2.3333,3.33
0.02,0.5129,20.6389,6.7167,3.349
6.39,0.5046,19.3778,12.7389,3.369
13.63,0.5501,22.0667,12.2889,3.387
0.02,0.6493,20.4056,7.3778,3.406
0,0.7734,24.0889,3.0722,3.424
1.22,0.579,26.2,8.1944,3.442
6.24,0.5294,23.8778,11.5167,3.46
0.02,0.5294,21.4611,6.6778,3.477
0.01,0.5253,22.2444,9.6278,3.494
3.03,0.488,25.0778,12.3111,3.511
14.24,0.4839,21.4556,9.8889,3.527
20.91,0.6866,13.1944,7.1167,3.543
0,0.9264,23.1722,6.2,3.558
0,0.8272,27,6.4444,3.573
0,0.6617,28.5,7.8,3.588
0,0.5914,29.8889,9.9444,3.603
0,0.5377,29.9889,11.3056,3.617
1,0.5004,28.0556,13.4778,3.63
46.17,0.4963,24.0833,15.7333,3.644
8.32,0.7941,22.3333,15.2556,3.657
0.05,2.556,25.3278,13.8333,3.669
2.04,2.6056,29.5389,11.8556,3.682
2.8,1.9935,29.9889,15.6611,3.693
16.69,1.34,27.4833,16.8778,3.705
13.78,1.4186,27.3333,15.9167,3.716
3.67,1.1829,27.7667,17.1444,3.726
0.98,1.3318,28.8833,18.1833,3.736
0.52,1.4807,30.8222,18.1889,3.746
17.95,1.1167,29.1611,19.6056,3.756
1.96,1.3152,28.0833,17.1278,3.765
0,1.5013,29.9056,17.0333,3.773
0.01,1.0629,31.6333,18.7444,3.781
0.68,0.9554,32.3722,20.7722,3.789
0.63,0.7941,30.7833,19.8667,3.796
5.12,0.6204,29.4111,18.9389,3.803
4.05,0.5956,30.8611,19.0333,3.809
0.52,0.6535,32.8,19.7667,3.815
0,0.6493,33.4611,19.2167,3.821
0.01,0.5832,33.5222,17.9833,3.826
1.38,0.5377,32.0833,19.0167,3.831
0.54,0.5294,27.8833,17.3944,3.835
1.77,0.4839,29.4056,18.2889,3.839
0.4,0.5004,30.7556,18.3722,3.842
0.54,0.5004,33.2611,18.0833,3.845
0.17,0.4756,33.6944,19.0778,3.847
0.11,0.455,32.6611,19.1944,3.849
0.22,0.4384,32.2722,18.1167,3.851
6.57,0.3975,33.6,18.5389,3.852
0.05,0.4219,30.6444,17.4278,3.853
0,0.4467,27.4556,11.7833,3.853
0,0.3966,27.4667,11.8889,3.853
0.07,0.4099,28.95,11.2222,3.852
12.28,0.3863,28.5556,13.8111,3.851
1.85,0.4343,26.8944,15.6111,3.849
7.77,0.5873,24.2333,15.8222,3.847
14.88,0.579,22.3722,16.7444,3.845
2.61,0.7486,27.9833,16.5444,3.842
3.87,0.6411,30.0333,16.7556,3.839
4.71,0.517,28.7056,19.4222,3.835
0.3,0.5046,31.1444,18.7611,3.831
0.04,0.5046,32.2167,18.5611,3.826
0.01,0.455,33.9778,19.5833,3.821
0.1,0.4111,34.0167,20.3667,3.816
2.84,0.4082,32.7722,20.3722,3.81
2.95,0.3991,32.1056,20.2222,3.803
0.35,0.4343,32.9,20.2889,3.797
1.5,0.4508,32.9278,21.5444,3.789
0.04,0.4219,31.8611,17.8889,3.782
6.02,0.4024,30.2667,18.9722,3.774
0.02,0.4177,30.9056,18.9556,3.765
0.37,0.3995,30.2778,18.9889,3.756
0.63,0.3966,30.6944,19.6111,3.747
2.44,0.3863,32.65,20.3167,3.737
0.23,0.4756,31.8111,19.1722,3.727
0.27,0.3892,31.1833,17.5889,3.717
6.78,0.3644,30.1,16.2222,3.706
19.66,0.5997,29.2167,18.6722,3.694
4.92,0.6287,29.7389,19.0722,3.683
0.58,0.579,32.3778,19.4389,3.67
2.72,0.4715,34.15,19.5778,3.658
10.12,0.4343,33.3,19.95,3.645
2.31,0.488,30.7667,20.1778,3.632
0.28,0.4301,27.95,14.4333,3.618
0.06,0.4177,25.5111,15.4111,3.604
0.52,0.3813,26.0611,15.3556,3.59
4.81,0.3669,27.2278,17.4278,3.575
1.78,0.3755,30.0222,18.35,3.56
0.47,0.39,32.1056,18.3611,3.544
0.09,0.3884,33.1167,19.1278,3.528
8.1,0.3859,31.7056,20.4,3.512
4.52,0.426,31.3944,18.9833,3.495
3.55,0.4177,29.7778,19.9056,3.479
0.26,0.4425,30.6167,17.3722,3.461
1.72,0.4082,31,18.3389,3.444
0.47,0.3722,31.2111,18.7889,3.426
3.38,0.3693,29.9667,18.5,3.408
0,0.371,29.4611,14.2333,3.389
0.27,0.3495,29.9667,14.6278,3.37
0.1,0.3342,30.9056,16.7222,3.351
1.81,0.3214,30.5722,19.0556,3.332
0.06,0.2279,26.8389,16.7389,3.312
0.03,0.2668,24.9833,14.1722,3.292
2.08,0.256,22.6667,14.3333,3.272
0.02,0.1903,25.0056,14.3333,3.251
0.01,0.2192,24.8611,11.8167,3.23
0.01,0.1944,26.2444,12.0556,3.209
0,0.2027,28.4611,11.6667,3.188
0,0.2192,29.7,15.0778,3.166
0.02,0.151,29.7389,14.5222,3.145
0,0.1716,28.2,13.9833,3.122
0,0.1749,28.7833,13.8556,3.1
0.02,0.1749,29.3667,13.6722,3.078
0.42,0.1725,27.8333,13.9778,3.055
1.39,0.1733,27.7,16.7056,3.032
0.85,0.1795,29.7111,16.5944,3.009
7.76,0.1708,29.2611,17.3333,2.986
8.53,0.2548,29.2389,18.6944,2.962
26.62,0.3023,29.0056,18.85,2.938
24.9,0.8437,26.2444,18.9611,2.914
7.71,3.3005,25.2889,18.8167,2.89
15.16,2.3906,25.3389,18.5056,2.866
16.72,2.0307,26.9222,17.4278,2.842
2.01,2.3285,26.3389,17.6111,2.817
0.15,1.2118,24.6389,10.5056,2.793
0,0.6659,26.5444,8.1722,2.768
0,0.5335,29.1722,10.2778,2.743
0,0.4839,29.4556,12.2722,2.718
0.06,0.4591,29.8444,12.6944,2.693
0.05,0.4384,29.8389,13.6556,2.668
27.32,0.4301,28.6278,16.75,2.642
14.11,0.7941,25.3278,16.4111,2.617
0.25,2.101,23.2389,13.1944,2.591
0.03,0.9678,20.0333,9.6222,2.566
0.01,0.6287,19.2667,6.7444,2.54
0.01,0.5253,23.7889,6.2167,2.515
0,0.4922,25.4056,6.6444,2.489
0.03,0.4632,26.6278,7.8889,2.463
0,0.426,24.2,9.5,2.437
0,0.3954,23.6167,3.4556,2.411
0,0.3181,24.5722,4.35,2.385
0,0.3379,26.4056,6.5222,2.36
0,0.3321,27.3778,8.2611,2.334
0,0.364,26.1389,10.6222,2.308
0,0.3272,24.3444,4.0944,2.282
0.08,0.3172,27.8389,6.6444,2.256
2.27,0.3015,29.0278,10.0444,2.23
0.87,0.2899,24.5111,9.5444,2.205
0,0.2738,19.0778,1.3556,2.179
0.01,0.2846,23.0167,1.0944,2.153
0.17,0.2903,24.3111,6.6556,2.127
0.09,0.3036,28.2333,9.9444,2.102
0,0.2626,24.7444,10.1222,2.076
0.01,0.261,20.6889,4.0611,2.051
0.02,0.2639,18.7333,2.6611,2.026
0.03,0.2701,15.3944,5.2389,2
0.01,0.285,16.8,8.05,1.975
0.02,0.316,16.8278,6.4667,1.95
0,0.2552,16.8278,2.2778,1.925
0,0.2796,18.9722,2.4222,1.901
0,0.2788,22.1222,3.1333,1.876
0,0.2891,22.9778,7.9222,1.851
0.01,0.3023,21.8556,3.7556,1.827
1.3,0.2883,20.6222,8.4333,1.803
0.04,0.3123,16.9556,3.5444,1.779
0,0.2908,17.9833,-3.7833,1.755
0.01,0.2755,22.0056,-2.1444,1.731
0,0.2821,22.7944,2.3222,1.708
11.77,0.3073,19.2278,8.4667,1.684
0.69,0.3726,12.4,-0.7389,1.661
12.2,0.383,10.2222,1.6222,1.638
54.75,0.4425,15.2778,5.7722,1.615
14.12,3.2674,21.1833,11,1.593
0.01,3.3956,20.3111,7.9611,1.571
0.02,1.125,18.55,7.4833,1.548
0.03,0.7734,14.9889,7.4889,1.527
0.06,0.6493,15.1722,6.7056,1.505
0.13,0.5956,18.1278,7.2611,1.484
0.01,0.579,22.8111,6.2667,1.463
0,0.5501,23.35,6.5056,1.442
0.13,0.5087,23.2889,7.4611,1.421
5.09,0.4756,21.3944,8.4667,1.401
0.09,0.5666,17.8722,7.4778,1.381
0,0.5004,15.1444,2.35,1.361
0.01,0.4632,18.3444,-2.6556,1.342
0,0.4467,18.7611,-0.3111,1.322
0,0.4384,15.9611,1.8278,1.304
0,0.4343,17.9611,0.5056,1.285
0,0.4301,15.3111,-0.95,1.267
0,0.426,14.4667,-2.9056,1.249
0,0.4128,17.7056,-4.2333,1.231
0.15,0.4136,19.9222,-1.6167,1.214
1.68,0.4177,17.0278,-0.4556,1.197
0.2,0.4177,14.8,4.7667,1.181
0,0.4177,17.5,3.3111,1.164
0.4,0.3904,20.7111,-0.1611,1.148
1.01,0.4111,16.9944,2.9111,1.133
0.27,0.4103,5.7833,-2.5444,1.118
0.01,0.4049,7.1389,-5.3389,1.103
0.9,0.4016,10.2333,-7.1556,1.088
8.46,0.4136,9.0222,-1,1.074
0.28,0.455,12.3333,0.65,1.061
0.01,0.4591,15.4167,-2.6833,1.047
0.55,0.4301,16.4111,3.1611,1.034
0.07,0.426,14.9056,5.5611,1.022
0,0.4219,11.2167,-0.3667,1.009
2.03,0.4177,7.2333,-3.2222,0.998
16.61,0.426,5.3167,-0.5889,0.986
0.31,0.5211,12.3889,1.2556,0.975
0.06,0.5625,11.2278,0.1333,0.965
2.6,0.5046,8.8833,0.1889,0.955
0.02,0.4798,6.4722,-0.7389,0.945
0,0.455,8.4222,-5.7444,0.935
0,0.4467,13.5778,-4.3556,0.926
0.01,0.4384,13.4222,1.8833,0.918
0.21,0.426,6.0944,-2.4056,0.91
0.12,0.4136,0.6389,-5.8667,0.902
0.01,0.4045,4.2389,-7.75,0.895
0.17,0.4004,7.4722,-7.3389,0.888
0.01,0.4024,8.05,-7.9611,0.882
18.84,0.4343,5.0056,-3.1944,0.876
22.29,0.8479,4.7222,0.15,0.87
0.11,1.795,5.6111,-2.7889,0.865
0.07,1.1043,6.5222,-5.3833,0.86
0.04,0.7527,4.7889,-4.4167,0.856
0.05,0.6328,-1.5278,-10.25,0.852
0.03,0.5666,-0.6944,-12.7611,0.849
7.05,0.5459,1.2667,-13.4944,0.846
3.54,0.5253,10.4222,-5.1056,0.844
1.7,0.6493,14.7722,2.9944,0.842
5.69,0.6369,11.3444,2.7056,0.84
22.31,1.2408,5.8833,-0.2833,0.839
0.25,1.6916,3.1278,-1.5444,0.838
0.16,1.1911,5.3444,-0.8833,0.838
0.12,0.9471,7.3056,-1.2944,0.838
0.01,0.8189,7.8278,-0.5444,0.839
0.2,0.7321,5.6556,-8.3556,0.84
30.42,0.8065,3.5389,-6.0167,0.842
1.33,2.403,10.1278,-0.8333,0.84
0.2,2.068,8.6833,-4.1,0.849
19.74,1.431,6.7444,-1.0333,0.852
19.98,3.3336,13.7,1.3556,0.856
0.03,4.839,10.9833,-3.5111,0.86
0.02,2.1507,11.7333,-2.0056,0.865
1.9,1.5303,17.6722,3.4944,0.87
0.01,1.2904,11.4722,-3.55,0.875
0.08,1.0836,4.4833,-7.2556,0.881
0.01,0.8727,-4.6611,-13.9278,0.888
0.02,0.6617,-6.5,-15.1333,0.894
2.74,0.5377,-1.4333,-13.7333,0.902
8.19,0.7155,-1.3333,-8.7333,0.909
6.09,0.7527,-0.4611,-5.9167,0.917
0.17,0.7445,3.05,-11.2667,0.926
0.11,0.7445,6.4,-6.05,0.935
0.04,0.7734,1.7667,-14,0.944
0.18,0.6163,3.3722,-13.95,0.954
4.83,0.6742,4.0611,-3.9,0.964
0.11,0.7693,7.6278,0.1778,0.974
7.15,0.8685,7.8611,0.8889,0.985
7.21,1.096,5.5333,-0.85,0.997
4.93,1.216,4.5333,-2.1444,1.008
0.56,1.1829,5.4111,-4.3444,1.021
0.61,1.0092,5.6333,-6.9111,1.033
0.02,0.8685,2.6389,-9.1,1.046
0,0.7651,2.2056,-14.1222,1.059
0,0.699,8.0833,-9.7833,1.073
0.02,0.7321,10.1222,-6.65,1.087
0.14,0.7403,11.8667,-3.4778,1.101
12.89,0.7238,17.0722,2.6,1.116
